match_id,season,team1,team2,venue,pitch_type,toss_winner,toss_decision,winner
1999,2024,Mumbai Indians,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",balanced,Mumbai Indians,field,Mumbai Indians
2000,2025,Mumbai Indians,Rajasthan Royals,"Rajiv Gandhi Intl Stadium, Hyderabad",balanced,Rajasthan Royals,field,Mumbai Indians
2001,2016,Punjab Kings,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",batting,Punjab Kings,bat,Punjab Kings
2002,2017,Chennai Super Kings,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",pace-friendly,Kolkata Knight Riders,bat,Chennai Super Kings
2003,2018,Chennai Super Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Rajasthan Royals,bat,Rajasthan Royals
2004,2019,Delhi Capitals,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",bowling-friendly,Delhi Capitals,field,Rajasthan Royals
2005,2020,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Rajasthan Royals,field,Sunrisers Hyderabad
2006,2021,Delhi Capitals,Gujarat Titans,"Ekana Stadium, Lucknow",batting,Gujarat Titans,field,Delhi Capitals
2007,2022,Lucknow Super Giants,Punjab Kings,"Wankhede Stadium, Mumbai",batting,Lucknow Super Giants,bat,Punjab Kings
2008,2023,Delhi Capitals,Punjab Kings,"MA Chidambaram Stadium, Chennai",spin-friendly,Delhi Capitals,field,Delhi Capitals
2009,2024,Lucknow Super Giants,Gujarat Titans,"M. Chinnaswamy Stadium, Bengaluru",balanced,Lucknow Super Giants,bat,Gujarat Titans
2010,2025,Gujarat Titans,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Kolkata Knight Riders,field,Gujarat Titans
2011,2016,Delhi Capitals,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",bowling-friendly,Delhi Capitals,bat,Kolkata Knight Riders
2012,2017,Gujarat Titans,Delhi Capitals,"Ekana Stadium, Lucknow",bowling-friendly,Gujarat Titans,field,Gujarat Titans
2013,2018,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",balanced,Kolkata Knight Riders,bat,Sunrisers Hyderabad
2014,2019,Mumbai Indians,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",bowling-friendly,Sunrisers Hyderabad,field,Mumbai Indians
2015,2020,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",batting,Mumbai Indians,bat,Mumbai Indians
2016,2021,Chennai Super Kings,Sunrisers Hyderabad,"PCA Stadium, Mullanpur",balanced,Chennai Super Kings,field,Chennai Super Kings
2017,2022,Chennai Super Kings,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",batting,Chennai Super Kings,field,Chennai Super Kings
2018,2023,Rajasthan Royals,Lucknow Super Giants,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,field,Rajasthan Royals
2019,2024,Mumbai Indians,Kolkata Knight Riders,"PCA Stadium, Mullanpur",pace-friendly,Mumbai Indians,bat,Mumbai Indians
2020,2025,Gujarat Titans,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Kolkata Knight Riders,bat,Kolkata Knight Riders
2021,2016,Mumbai Indians,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",balanced,Mumbai Indians,field,Mumbai Indians
2022,2017,Lucknow Super Giants,Delhi Capitals,"MA Chidambaram Stadium, Chennai",balanced,Delhi Capitals,bat,Lucknow Super Giants
2023,2018,Mumbai Indians,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Mumbai Indians,bat,Mumbai Indians
2024,2019,Lucknow Super Giants,Sunrisers Hyderabad,"Eden Gardens, Kolkata",balanced,Sunrisers Hyderabad,bat,Lucknow Super Giants
2025,2020,Mumbai Indians,Punjab Kings,"Arun Jaitley Stadium, Delhi",pace-friendly,Punjab Kings,field,Mumbai Indians
2026,2021,Lucknow Super Giants,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",batting,Punjab Kings,field,Punjab Kings
2027,2022,Delhi Capitals,Chennai Super Kings,"Eden Gardens, Kolkata",bowling-friendly,Delhi Capitals,field,Chennai Super Kings
2028,2023,Royal Challengers Bengaluru,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Punjab Kings,field,Royal Challengers Bengaluru
2029,2024,Rajasthan Royals,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",balanced,Rajasthan Royals,bat,Rajasthan Royals
2030,2025,Sunrisers Hyderabad,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chennai",balanced,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru
2031,2016,Gujarat Titans,Punjab Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Punjab Kings,field,Gujarat Titans
2032,2017,Chennai Super Kings,Lucknow Super Giants,"Eden Gardens, Kolkata",balanced,Chennai Super Kings,field,Chennai Super Kings
2033,2018,Lucknow Super Giants,Chennai Super Kings,"Ekana Stadium, Lucknow",bowling-friendly,Lucknow Super Giants,field,Chennai Super Kings
2034,2019,Delhi Capitals,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",pace-friendly,Delhi Capitals,bat,Lucknow Super Giants
2035,2020,Rajasthan Royals,Punjab Kings,"Ekana Stadium, Lucknow",bowling-friendly,Rajasthan Royals,field,Rajasthan Royals
2036,2021,Sunrisers Hyderabad,Punjab Kings,"PCA Stadium, Mullanpur",balanced,Punjab Kings,field,Sunrisers Hyderabad
2037,2022,Gujarat Titans,Kolkata Knight Riders,"Eden Gardens, Kolkata",balanced,Kolkata Knight Riders,bat,Gujarat Titans
2038,2023,Mumbai Indians,Punjab Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Punjab Kings,field,Mumbai Indians
2039,2024,Lucknow Super Giants,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",pace-friendly,Lucknow Super Giants,field,Lucknow Super Giants
2040,2025,Rajasthan Royals,Delhi Capitals,"Arun Jaitley Stadium, Delhi",batting,Rajasthan Royals,field,Delhi Capitals
2041,2016,Lucknow Super Giants,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",pace-friendly,Punjab Kings,field,Lucknow Super Giants
2042,2017,Royal Challengers Bengaluru,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bengaluru",batting,Lucknow Super Giants,field,Royal Challengers Bengaluru
2043,2018,Royal Challengers Bengaluru,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",balanced,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
2044,2019,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",batting,Mumbai Indians,field,Mumbai Indians
2045,2020,Sunrisers Hyderabad,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",batting,Sunrisers Hyderabad,bat,Delhi Capitals
2046,2021,Lucknow Super Giants,Kolkata Knight Riders,"Ekana Stadium, Lucknow",bowling-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
2047,2022,Mumbai Indians,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Delhi Capitals,field,Mumbai Indians
2048,2023,Punjab Kings,Lucknow Super Giants,"Eden Gardens, Kolkata",balanced,Lucknow Super Giants,bat,Lucknow Super Giants
2049,2024,Rajasthan Royals,Delhi Capitals,"Eden Gardens, Kolkata",balanced,Delhi Capitals,bat,Rajasthan Royals
2050,2025,Chennai Super Kings,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",batting,Chennai Super Kings,field,Chennai Super Kings
2051,2016,Mumbai Indians,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",spin-friendly,Mumbai Indians,bat,Mumbai Indians
2052,2017,Kolkata Knight Riders,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Kolkata Knight Riders,bat,Kolkata Knight Riders
2053,2018,Punjab Kings,Chennai Super Kings,"PCA Stadium, Mullanpur",balanced,Punjab Kings,bat,Chennai Super Kings
2054,2019,Punjab Kings,Rajasthan Royals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Punjab Kings,field,Rajasthan Royals
2055,2020,Mumbai Indians,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Mumbai Indians,bat,Mumbai Indians
2056,2021,Punjab Kings,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",pace-friendly,Punjab Kings,field,Punjab Kings
2057,2022,Gujarat Titans,Chennai Super Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Chennai Super Kings,field,Chennai Super Kings
2058,2023,Chennai Super Kings,Gujarat Titans,"PCA Stadium, Mullanpur",balanced,Chennai Super Kings,field,Gujarat Titans
2059,2024,Gujarat Titans,Punjab Kings,"Ekana Stadium, Lucknow",bowling-friendly,Punjab Kings,field,Gujarat Titans
2060,2025,Rajasthan Royals,Mumbai Indians,"PCA Stadium, Mullanpur",balanced,Mumbai Indians,field,Rajasthan Royals
2061,2016,Delhi Capitals,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",balanced,Mumbai Indians,bat,Mumbai Indians
2062,2017,Mumbai Indians,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",batting,Mumbai Indians,field,Mumbai Indians
2063,2018,Gujarat Titans,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",bowling-friendly,Punjab Kings,field,Punjab Kings
2064,2019,Sunrisers Hyderabad,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",spin-friendly,Sunrisers Hyderabad,field,Kolkata Knight Riders
2065,2020,Mumbai Indians,Punjab Kings,"PCA Stadium, Mullanpur",batting,Punjab Kings,field,Mumbai Indians
2066,2021,Rajasthan Royals,Royal Challengers Bengaluru,"Ekana Stadium, Lucknow",spin-friendly,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
2067,2022,Lucknow Super Giants,Royal Challengers Bengaluru,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,field,Royal Challengers Bengaluru
2068,2023,Mumbai Indians,Kolkata Knight Riders,"PCA Stadium, Mullanpur",balanced,Mumbai Indians,bat,Mumbai Indians
2069,2024,Chennai Super Kings,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",batting,Kolkata Knight Riders,field,Kolkata Knight Riders
2070,2025,Rajasthan Royals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",pace-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
2071,2016,Kolkata Knight Riders,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",balanced,Rajasthan Royals,bat,Kolkata Knight Riders
2072,2017,Chennai Super Kings,Rajasthan Royals,"Ekana Stadium, Lucknow",bowling-friendly,Chennai Super Kings,field,Rajasthan Royals
2073,2018,Kolkata Knight Riders,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",balanced,Kolkata Knight Riders,field,Sunrisers Hyderabad
2074,2019,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",pace-friendly,Delhi Capitals,field,Chennai Super Kings
2075,2020,Kolkata Knight Riders,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",balanced,Kolkata Knight Riders,bat,Kolkata Knight Riders
2076,2021,Punjab Kings,Chennai Super Kings,"Ekana Stadium, Lucknow",bowling-friendly,Punjab Kings,field,Chennai Super Kings
2077,2022,Mumbai Indians,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",balanced,Mumbai Indians,bat,Delhi Capitals
2078,2023,Rajasthan Royals,Mumbai Indians,"Ekana Stadium, Lucknow",bowling-friendly,Rajasthan Royals,field,Mumbai Indians
2079,2024,Mumbai Indians,Kolkata Knight Riders,"PCA Stadium, Mullanpur",balanced,Mumbai Indians,field,Mumbai Indians
2080,2025,Mumbai Indians,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",pace-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
2081,2016,Delhi Capitals,Kolkata Knight Riders,"Ekana Stadium, Lucknow",batting,Kolkata Knight Riders,field,Delhi Capitals
2082,2017,Gujarat Titans,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",pace-friendly,Gujarat Titans,field,Gujarat Titans
2083,2018,Chennai Super Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Rajasthan Royals,field,Chennai Super Kings
2084,2019,Lucknow Super Giants,Chennai Super Kings,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Lucknow Super Giants,bat,Chennai Super Kings
2085,2020,Lucknow Super Giants,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Lucknow Super Giants,bat,Gujarat Titans
2086,2021,Punjab Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",spin-friendly,Delhi Capitals,field,Delhi Capitals
2087,2022,Rajasthan Royals,Mumbai Indians,"Eden Gardens, Kolkata",spin-friendly,Mumbai Indians,field,Mumbai Indians
2088,2023,Lucknow Super Giants,Delhi Capitals,"Arun Jaitley Stadium, Delhi",pace-friendly,Delhi Capitals,field,Delhi Capitals
2089,2024,Delhi Capitals,Kolkata Knight Riders,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Delhi Capitals,field,Delhi Capitals
2090,2025,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",spin-friendly,Chennai Super Kings,field,Gujarat Titans
2091,2016,Sunrisers Hyderabad,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",balanced,Sunrisers Hyderabad,field,Kolkata Knight Riders
2092,2017,Punjab Kings,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",balanced,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
2093,2018,Chennai Super Kings,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",balanced,Chennai Super Kings,bat,Chennai Super Kings
2094,2019,Royal Challengers Bengaluru,Gujarat Titans,"Wankhede Stadium, Mumbai",bowling-friendly,Gujarat Titans,field,Royal Challengers Bengaluru
2095,2020,Gujarat Titans,Mumbai Indians,"Eden Gardens, Kolkata",pace-friendly,Mumbai Indians,bat,Mumbai Indians
2096,2021,Rajasthan Royals,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",batting,Kolkata Knight Riders,field,Rajasthan Royals
2097,2022,Rajasthan Royals,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",batting,Rajasthan Royals,field,Royal Challengers Bengaluru
2098,2023,Royal Challengers Bengaluru,Kolkata Knight Riders,"Ekana Stadium, Lucknow",bowling-friendly,Royal Challengers Bengaluru,field,Kolkata Knight Riders
2099,2024,Lucknow Super Giants,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",bowling-friendly,Lucknow Super Giants,field,Gujarat Titans
2100,2025,Punjab Kings,Delhi Capitals,"Eden Gardens, Kolkata",balanced,Punjab Kings,field,Punjab Kings
2101,2016,Kolkata Knight Riders,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",balanced,Kolkata Knight Riders,field,Royal Challengers Bengaluru
2102,2017,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Sunrisers Hyderabad,bat,Delhi Capitals
2103,2018,Rajasthan Royals,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Lucknow Super Giants,field,Rajasthan Royals
2104,2019,Delhi Capitals,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",balanced,Gujarat Titans,bat,Gujarat Titans
2105,2020,Delhi Capitals,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",spin-friendly,Delhi Capitals,field,Sunrisers Hyderabad
2106,2021,Mumbai Indians,Sunrisers Hyderabad,"Ekana Stadium, Lucknow",bowling-friendly,Sunrisers Hyderabad,bat,Mumbai Indians
2107,2022,Royal Challengers Bengaluru,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Gujarat Titans,field,Gujarat Titans
2108,2023,Kolkata Knight Riders,Royal Challengers Bengaluru,"PCA Stadium, Mullanpur",pace-friendly,Kolkata Knight Riders,field,Kolkata Knight Riders
2109,2024,Chennai Super Kings,Rajasthan Royals,"Ekana Stadium, Lucknow",bowling-friendly,Chennai Super Kings,field,Chennai Super Kings
2110,2025,Royal Challengers Bengaluru,Mumbai Indians,"Eden Gardens, Kolkata",balanced,Mumbai Indians,bat,Royal Challengers Bengaluru
2111,2016,Kolkata Knight Riders,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",batting,Kolkata Knight Riders,field,Rajasthan Royals
2112,2017,Delhi Capitals,Chennai Super Kings,"Eden Gardens, Kolkata",batting,Delhi Capitals,field,Delhi Capitals
2113,2018,Royal Challengers Bengaluru,Delhi Capitals,"Ekana Stadium, Lucknow",spin-friendly,Delhi Capitals,bat,Royal Challengers Bengaluru
2114,2019,Kolkata Knight Riders,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",bowling-friendly,Kolkata Knight Riders,field,Mumbai Indians
2115,2020,Chennai Super Kings,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",balanced,Lucknow Super Giants,bat,Chennai Super Kings
2116,2021,Royal Challengers Bengaluru,Rajasthan Royals,"Eden Gardens, Kolkata",balanced,Rajasthan Royals,field,Rajasthan Royals
2117,2022,Lucknow Super Giants,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",batting,Kolkata Knight Riders,field,Kolkata Knight Riders
2118,2023,Delhi Capitals,Punjab Kings,"PCA Stadium, Mullanpur",batting,Delhi Capitals,field,Delhi Capitals
2119,2024,Rajasthan Royals,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Gujarat Titans,field,Gujarat Titans
2120,2025,Sunrisers Hyderabad,Chennai Super Kings,"PCA Stadium, Mullanpur",balanced,Sunrisers Hyderabad,field,Chennai Super Kings
2121,2016,Sunrisers Hyderabad,Lucknow Super Giants,"Rajiv Gandhi Intl Stadium, Hyderabad",spin-friendly,Lucknow Super Giants,field,Sunrisers Hyderabad
2122,2017,Punjab Kings,Gujarat Titans,"Rajiv Gandhi Intl Stadium, Hyderabad",pace-friendly,Gujarat Titans,field,Gujarat Titans
2123,2018,Kolkata Knight Riders,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",batting,Sunrisers Hyderabad,field,Kolkata Knight Riders
2124,2019,Royal Challengers Bengaluru,Delhi Capitals,"PCA Stadium, Mullanpur",balanced,Royal Challengers Bengaluru,bat,Delhi Capitals
2125,2020,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",spin-friendly,Kolkata Knight Riders,bat,Kolkata Knight Riders
2126,2021,Lucknow Super Giants,Gujarat Titans,"MA Chidambaram Stadium, Chennai",bowling-friendly,Gujarat Titans,field,Gujarat Titans
2127,2022,Mumbai Indians,Delhi Capitals,"Eden Gardens, Kolkata",bowling-friendly,Delhi Capitals,field,Delhi Capitals
2128,2023,Sunrisers Hyderabad,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",balanced,Delhi Capitals,field,Sunrisers Hyderabad
2129,2024,Rajasthan Royals,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Royal Challengers Bengaluru,bat,Rajasthan Royals
2130,2025,Gujarat Titans,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",balanced,Gujarat Titans,field,Gujarat Titans
2131,2016,Lucknow Super Giants,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",pace-friendly,Lucknow Super Giants,bat,Lucknow Super Giants
2132,2017,Sunrisers Hyderabad,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bengaluru",spin-friendly,Sunrisers Hyderabad,bat,Lucknow Super Giants
2133,2018,Lucknow Super Giants,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Lucknow Super Giants,bat,Lucknow Super Giants
2134,2019,Rajasthan Royals,Chennai Super Kings,"Eden Gardens, Kolkata",balanced,Chennai Super Kings,field,Chennai Super Kings
2135,2020,Sunrisers Hyderabad,Chennai Super Kings,"M. Chinnaswamy Stadium, Bengaluru",spin-friendly,Sunrisers Hyderabad,field,Sunrisers Hyderabad
2136,2021,Sunrisers Hyderabad,Delhi Capitals,"Arun Jaitley Stadium, Delhi",balanced,Delhi Capitals,field,Sunrisers Hyderabad
2137,2022,Kolkata Knight Riders,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",bowling-friendly,Rajasthan Royals,field,Rajasthan Royals
2138,2023,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",bowling-friendly,Gujarat Titans,field,Gujarat Titans
2139,2024,Gujarat Titans,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",pace-friendly,Gujarat Titans,field,Gujarat Titans
2140,2025,Mumbai Indians,Delhi Capitals,"Eden Gardens, Kolkata",balanced,Mumbai Indians,field,Mumbai Indians
2141,2016,Punjab Kings,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",balanced,Punjab Kings,bat,Punjab Kings
2142,2017,Sunrisers Hyderabad,Mumbai Indians,"Arun Jaitley Stadium, Delhi",pace-friendly,Mumbai Indians,field,Mumbai Indians
2143,2018,Delhi Capitals,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bengaluru",balanced,Delhi Capitals,field,Delhi Capitals
2144,2019,Gujarat Titans,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",spin-friendly,Gujarat Titans,field,Royal Challengers Bengaluru
2145,2020,Lucknow Super Giants,Punjab Kings,"PCA Stadium, Mullanpur",balanced,Punjab Kings,bat,Lucknow Super Giants
2146,2021,Mumbai Indians,Sunrisers Hyderabad,"Eden Gardens, Kolkata",batting,Sunrisers Hyderabad,bat,Mumbai Indians
2147,2022,Rajasthan Royals,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",balanced,Rajasthan Royals,field,Rajasthan Royals
2148,2023,Delhi Capitals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",spin-friendly,Gujarat Titans,field,Gujarat Titans
2149,2024,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",balanced,Rajasthan Royals,bat,Kolkata Knight Riders
2150,2025,Gujarat Titans,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",balanced,Sunrisers Hyderabad,field,Gujarat Titans
2151,2016,Rajasthan Royals,Mumbai Indians,"Ekana Stadium, Lucknow",batting,Rajasthan Royals,bat,Mumbai Indians
2152,2017,Punjab Kings,Mumbai Indians,"Ekana Stadium, Lucknow",balanced,Mumbai Indians,bat,Mumbai Indians
2153,2018,Royal Challengers Bengaluru,Punjab Kings,"PCA Stadium, Mullanpur",balanced,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru
2154,2019,Gujarat Titans,Punjab Kings,"Arun Jaitley Stadium, Delhi",spin-friendly,Gujarat Titans,bat,Gujarat Titans
